96.90388351	97.69430213	26.71042065	0
55.13243566	53.00653784	76.59253577	0
43.24291029	70.4891409	83.33410423	0
34.9825766	56.16118263	82.93893843	0
55.51193771	45.46134381	75.66620889	0
27.51186545	92.75672138	1.576552539	0
64.96824288	3.43340488	71.31716033	0
62.68903822	2.123761952	16.1789001	0
57.02990864	73.32751152	17.82603819	0
84.3425721	19.80656312	73.15415951	0
27.80947962	16.10213106	88.27919601	0
8.197383063	91.44876444	59.96937234	0
36.4585607	61.08040546	53.50988451	0
11.6087016	50.36977538	17.1778066	0
37.00959332	14.72190332	51.06939496	0
38.85879381	67.06488047	97.30011158	0
82.9085334	62.51197918	20.69994648	0
84.03950156	86.03206353	5.729238967	0
8.6388727	12.04259428	59.24459479	0
15.42162892	7.481164368	2.761251718	0
57.03568537	30.43451626	37.694884	0
49.40693708	4.141017005	69.39782702	0
31.98645768	19.24492001	5.036333525	0
7.035705972	10.33053507	53.41626905	0
27.60983421	89.26654221	61.90894582	0
62.88385544	35.77409882	85.53758335	0
25.3456532	83.51018181	64.34711734	0
17.91003442	37.03583295	45.50666812	0
24.82481718	21.0597742	64.85780359	0
84.57313919	53.70305541	60.27689367	0
66.16965795	33.1652812	22.97228463	0
39.8699533	33.54112491	69.57139533	0
55.32526048	20.71655648	54.39996057	0
44.63150161	23.5105719	59.20977446	0
13.29049026	74.33002337	85.45004759	0
98.50100286	8.888545693	67.81564745	0
38.06382313	88.83233934	1.458091985	0
98.22846284	68.07065402	20.87539649	0
54.5360579	3.57536427	0.045331855	0
76.31582757	3.079412093	53.0996296	0
77.20997528	92.69602862	38.91028226	0
6.383641201	33.8587787	98.55649476	0
95.38486254	54.52101421	57.96946177	0
76.588318	37.53405519	31.58786192	0
22.22242742	18.46033554	66.16720617	0
10.29202212	92.88530724	74.60705966	0
8.524477247	77.2354417	45.65568719	0
50.62429716	11.99677343	19.15451355	0
7.228754892	97.66043989	98.50340466	0
5.774274433	69.10259198	60.04267891	0
21.2252333	28.5998855	58.26628323	0
24.37432002	56.62702196	22.91446621	0
62.54546583	43.09388379	54.5812461	0
3.430469117	78.80413667	75.1656285	0
87.18152084	45.24033863	17.28828396	0
52.2443306	33.62318568	14.1043646	0
33.67544739	99.24778651	21.17787674	0
29.48269626	71.99666532	28.80237379	0
10.92194155	77.16852694	1.887765081	0
10.71950015	83.34619213	21.16957124	0
7.777353522	31.18645357	8.496703174	0
86.6458943	38.09455596	77.85145048	0
86.33464803	83.35704462	8.191220865	0
64.14349322	98.13370205	11.18706055	0
31.10480898	20.69429357	45.05025159	0
35.75382754	59.668919	88.60889209	0
97.83302054	65.76046707	31.59647033	0
70.08977763	70.90469158	64.18736518	0
58.73788528	41.49872855	48.98028438	0
66.41226467	71.60450009	81.33252322	0
94.66998727	64.04333973	48.38378348	0
95.39676732	56.11731578	56.53032733	0
47.17235858	84.28621355	32.00512578	0
54.2010628	16.24039079	61.14348829	0
