X	Y
1,9274959177960316	-2,2476857345257892
1,9875685222152302	3,899475554250348
2,3443318214351745	4,039116646077911
-1,0111841012681422	0,9975119557036656
2,184800896279428	-1,3804188449920076
-0,3269507036237045	2,069445806235031
0,9405185491150988	-2,0843004201591016
-0,8902330846297817	-0,3474261233570748
-1,3279774808155136	1,6903549368125972
1,1688663670647719	-2,4988378676198355
0,8527782713149971	4,322104848701324
-1,0269444987338647	1,1404609099919054
2,1989231063387162	2,724203196160783
2,161477280625105	3,9973916240086123
2,4944299534120704	4,496832186787138
2,133008090069977	3,7234506962300635
2,1713770477483885	-2,2436956697498363
1,932648418112324	-2,045460867298984
-0,8843437192110217	1,8884504517151428
-1,153889669904541	0,8466789242391087
-0,5222548673443169	0,12636952787709865
1,3375137244709823	3,510648260877937
2,572841965873247	3,5657009419736028
1,7483105899300366	-2,066327391226256
-1,3067248746392164	0,7335575609527195
-1,4605608231601337	1,1502637463678491
-0,1504858013274411	0,9897553143947033
1,9824205879543753	-2,034405776310936
1,2566526863444945	-2,318027499250586
2,1300611506683564	3,9767151479222176
2,4656153294865577	4,2232821941462895
2,000316041133798	-1,9997963779062764
-1,0687388116321304	0,8377586441580342
-1,0055827152179262	0,9824146680475705
1,9116382291202292	-1,8276272391400423
-1,5579395608912754	1,44935968374645
-0,3244007203299695	1,276881905331879
2,3882243766094216	4,191035172335868
0,9433212367261008	5,3452575674491944
1,8833519465113617	3,830468651184209
-0,6072966889162654	1,2009779170506725
2,137703955648069	-2,294184070572563
-1,9946256605933832	-0,4584897853312053
2,313543926758138	3,3245485856606862
1,798759670066486	3,464006669820458
1,6618203962573368	-1,9813137815854818
-1,9511243839345298	0,41836235711270686
-0,9366456628606724	1,0385849589045373
0,6663741362923272	5,175840152308002
0,9396006409084421	-2,040061559077007
2,6797293579816475	-1,67512287545349
2,1848028469602783	-2,1568994427390207
2,4790595508961633	4,121319708956495
2,249326986231321	4,587436655253946
1,9995265475886816	-1,9847651752577609
-0,8748250761938757	0,06416279838684447
2,451609418732648	4,2213605068290345
2,39219211458021	3,791922762259121
2,274582453908467	4,058183881188771
1,933915297990677	3,9548992740085116
1,9818238826545804	3,9945620487675026
-0,4964118486650236	0,7977735761815314
2,7254197219907845	3,568753914547622
1,8867771963914441	-2,2758704271971997
3,4496193984440318	3,4241439532783318
-0,7085566630857552	1,260088675830003
1,8467753618648846	-2,9928584477459816
1,7873626362232655	-2,206072721083926
-0,07806505431778699	1,5874912009115347
2,1246305067228217	-2,406160130224036
1,8970982422452927	3,968716384605832
-1,0502054288386977	0,9729055469499749
-1,1613697930282174	0,6915736017561387
2,66760314328825	-2,351712373650502
2,4860169697553895	-1,090573739644888
-0,8573835652166826	1,5235550443507238
2,384555133590739	-1,3549826084385623
1,5156945782711415	4,022670965973687
2,5193631003614394	4,429105776540822
1,996885089903921	-1,9971904604853037
-0,3437907061030787	1,5317753235122382
1,6393903512399133	-2,1972878063229864
1,8460723117842333	-2,338632131646784
-1,0657427893989253	0,9431427120882713
1,1311228847265542	-2,4567408923420486
-0,2083449529231325	-0,066682066763595
2,440563755909783	-2,3747894591669043
-1,0774240315055106	0,8358664307926446
2,0334864265224883	-2,1473044049669694
0,23269534203323583	0,9502780004170658
2,6141122796660343	3,4835202239989593
-0,4093110555439981	2,112473852939732
-1,1102774960150197	0,4952816653277128
2,277006700263795	-1,3676936825030166
-1,2840496227610432	0,6634559267203449
1,8394960783333956	-2,4814707893829384
3,478715058597608	-1,0870599589387326
-0,37716155563509945	1,4215929232084281
1,6198149631566432	-1,8517282651890035
0,20634689417475266	1,3780958248578623
2,010944098489694	3,877922312070929
2,5109992613856633	-2,1174374423790097
2,4165384551515494	4,882145354830547
1,5663701212208603	-2,1268206110471817
3,359098101613152	4,616068871527513
1,8468594507918272	3,486344516148036
1,736163534426092	-1,4223583285949082
2,119508035557271	-1,966508164910634
1,844228259626444	4,019929564922916
2,2509359523280406	4,698403515167147
2,009626233674052	4,350083643473576
2,3854371186579457	4,615825506767443
1,6282515621946063	-2,663922056323056
1,9882173434617747	3,7744274056832645
-0,5459261562905585	1,5193587724840634
-1,1785990692635373	0,9427030682298164
-0,952789247045892	0,904057600751798
0,5151970507864513	0,7913763118848225
2,0092675505510837	-2,0052804480045547
-0,3696706607551946	0,9217427501903765
0,8580825437203975	3,7071116461024043
-1,670429685970172	-0,23979534292311916
2,1928434761637376	3,857251116359331
-0,3721149595741069	1,3345668124696644
2,0665372890796387	4,028533991179875
2,1281335049471926	4,427406145080595
-1,1446186715537212	0,9715810694767214
2,0675706121484034	-1,984204776470446
2,610442336365434	4,373976689940144
1,5886018728773055	-2,254510762980962
1,2274667879971717	4,1774589346300495
1,8480775935578424	-1,987335872190663
1,5605149890904677	4,009824980231559
-1,8148491005496494	1,1175312620067681
1,84720066319627	3,8491776770658013
2,0223027921449073	3,7014545058791084
-1,9220294146694474	1,2264210128013255
-1,1549955831147338	0,9899344120506913
3,0527554518129234	3,7396642013136003
1,9566465348947992	-2,423992968145462
1,8688239545942071	-1,9342207293147837
1,9726232902448735	3,986519290308663
2,8041837113587715	3,5959879933434005
-1,1533428411042248	0,7963647755411151
2,385621754842187	3,3938771343210425
1,842920102764181	4,411453162450889
-0,691317062793505	0,685641902526604
1,932065665754101	4,049554351523181
2,2808500305753756	4,650258879182198
0,8892644306396585	-1,6953627308222798
2,1106402137800346	3,3722309809023305
2,3571812050360306	-1,2264810563048703
2,4429786433527036	-1,9312711310562236
2,232707605161475	4,146527451559095
1,1687668888774971	3,5821538200106136
1,4772160420482496	-1,8983236298576536
2,056026024190362	-2,016704214643253
