1000 150000
1885	43673	AC
3050	46132	BC
348	36453	A
3041	32344	B
1674	43698	A
2430	6509	B
3312	39178	B
1295	8559	B
1884	35130	BC
387	5929	B
1911	40372	B
2212	2265	B
1919	35186	BC
2433	21622	A
1165	42463	A
270	11414	B
3235	30402	AC
847	26856	AC
3327	52133	A
2338	10164	BC
51	51809	BC
2838	37223	BC
317	6522	A
3409	15219	BC
3289	43440	B
613	46074	BC
2831	23325	AC
3077	27456	AC
1187	5554	A
3248	9466	BC
515	9692	A
3327	40043	AC
2653	20877	AC
3796	41647	B
1	32104	AC
1501	51473	BC
3312	38066	B
762	12424	AC
2106	32704	A
113	17046	BC
1954	20685	A
182	11905	B
1851	33060	A
783	25028	B
2184	40691	BC
2376	47908	B
1476	2435	B
2963	7724	A
142	13969	A
3390	8386	B
2167	28263	A
1475	11829	AC
3761	6850	BC
2793	28492	AC
2234	24539	B
3603	33637	A
2221	38833	BC
1647	9209	A
956	9877	A
286	40145	A
793	52826	B
1191	51699	B
270	5638	AC
1099	38008	B
1028	43591	B
3020	3441	A
1510	45183	BC
2857	39352	BC
1223	51238	A
652	6206	B
1505	52889	B
2579	25119	BC
826	49759	A
2653	21939	B
1244	4392	A
3395	31133	B
2978	3917	AC
107	10229	AC
1011	9920	B
2609	6873	AC
2568	12448	B
375	37520	BC
520	46709	BC
456	29104	BC
1797	39382	A
2040	37695	AC
3173	18355	A
1699	16866	B
3462	16614	B
3532	46748	AC
3776	51349	AC
1490	39765	B
1003	14809	AC
2051	31008	BC
1664	15832	A
3429	54849	B
813	20019	AC
2687	52451	A
1821	31964	A
72	45577	BC
1231	41630	BC
3694	23336	B
3358	42716	AC
2257	51415	A
306	32574	BC
3645	37811	AC
2732	31329	AC
1682	25128	AC
1248	48503	B
1139	15074	BC
2045	30892	AC
1568	37414	BC
3451	5449	BC
3569	8894	A
103	44442	AC
1552	15292	BC
2678	5244	A
2337	28218	A
2776	25907	A
3641	24773	BC
1960	14640	A
1107	4978	AC
738	38228	A
1582	18903	A
965	27235	B
1157	18695	BC
3539	25088	BC
2153	21539	AC
661	9986	A
1497	24240	BC
108	4630	A
1912	3832	BC
362	26766	B
1033	40133	AC
1212	39012	AC
3725	40645	B
2283	54128	BC
3288	18839	AC
1577	48094	A
2855	49618	AC
2617	34036	BC
2371	37796	B
105	20263	AC
1988	35568	BC
1490	5926	B
3091	28019	BC
825	35387	A
1344	40204	BC
3547	40683	A
2511	2210	B
1306	40926	A
798	17557	B
151	46069	BC
1142	14301	B
2016	42260	A
1099	27284	AC
3123	32235	AC
2228	2616	B
350	24345	A
894	45024	B
3717	25547	BC
1364	28124	A
1770	2863	AC
2765	31835	BC
2579	44980	BC
2873	31258	BC
3013	15331	B
3150	13091	BC
1489	6055	BC
2128	18045	B
1226	52349	A
1466	3618	BC
2502	7843	AC
1901	39822	A
1604	34512	B
424	2563	B
389	23603	B
3847	11234	B
1072	53917	B
3234	37395	BC
1545	48471	AC
1399	15329	A
863	44912	BC
605	6325	B
442	21524	A
290	54815	AC
2071	18330	BC
2812	48841	B
3324	18118	BC
761	33620	B
822	28122	A
1559	46919	AC
1133	33853	BC
2980	35988	BC
2056	31803	AC
1758	27525	B
3576	35062	BC
1735	25080	B
738	20320	AC
2536	24930	BC
524	53157	A
3864	8279	BC
3621	46414	AC
893	4486	AC
3120	50508	BC
2252	38443	AC
3659	54495	BC
954	29473	AC
45	4331	B
363	43900	B
917	20447	A
657	7966	A
2699	46979	A
510	20886	A
3879	47247	A
1535	34370	B
1113	53585	BC
235	13913	AC
3823	29861	AC
278	17782	AC
3289	27518	BC
467	29296	BC
2025	37010	BC
38	25105	B
183	3046	BC
3109	26983	B
421	43831	BC
3552	30562	BC
1872	11511	BC
3325	19175	B
3255	50766	B
864	31975	BC
3225	26284	BC
2130	16325	B
1737	15866	AC
173	33283	A
1875	20293	BC
878	33148	AC
254	51696	BC
1506	8644	A
2238	53873	A
2567	14354	BC
2098	34912	BC
2093	49863	A
1972	34221	BC
3779	49814	A
2691	24184	BC
594	47680	AC
2819	14038	A
3327	31672	AC
1193	33346	B
2905	50127	BC
3263	29280	BC
1085	47698	BC
237	10296	BC
1444	20291	AC
3551	42113	A
2299	51914	B
709	53040	BC
2475	8908	B
3497	19911	B
378	12378	B
1603	10556	A
885	28742	B
3692	38232	B
1312	12270	BC
335	15362	AC
808	21694	BC
3563	20091	AC
2604	6964	AC
1822	52493	AC
1696	4978	A
598	51405	BC
1367	4853	AC
2403	44502	B
2301	35491	BC
3625	43787	BC
2851	40091	A
2259	18974	B
1832	15948	A
1211	13016	B
165	16103	BC
3425	51755	BC
606	13195	B
3857	29975	B
2707	48007	B
3815	8447	AC
3239	33837	A
804	14919	BC
3694	6024	A
3786	47959	B
27	38294	B
3005	42971	BC
774	6623	AC
2671	22370	A
1573	14188	BC
2439	53680	B
2964	20735	BC
1615	38407	A
3289	20097	B
3140	40341	A
625	5231	A
497	49757	BC
2723	52114	BC
1406	11597	AC
242	31794	AC
3814	48130	A
2731	54068	A
1288	11337	A
3424	2345	A
2117	13619	AC
1616	34753	B
3375	20864	AC
2670	9464	AC
2093	39412	B
607	41410	A
1230	38459	A
3154	21995	B
603	23116	AC
2675	30155	A
3688	15221	B
2843	41084	BC
1755	37552	AC
657	12782	AC
464	20598	B
2430	48287	B
2016	28273	AC
1274	10343	B
2648	12488	B
1751	47245	BC
211	14858	AC
2990	3814	B
2383	12599	BC
2003	9735	B
2132	12146	AC
2886	26599	BC
55	45098	A
2977	35922	AC
2459	45122	AC
3520	36781	B
813	23312	BC
1137	42918	BC
720	6916	BC
1759	43837	A
2609	16314	AC
2268	2821	BC
1083	33540	AC
1268	35502	B
2151	6081	A
1474	9688	AC
2335	9211	AC
792	29644	A
2162	6740	A
993	38608	BC
2976	33189	B
2284	5221	AC
2772	36687	BC
3106	24476	A
1980	39880	BC
3492	16370	AC
173	38564	A
579	35849	A
1167	16578	B
2701	40153	B
620	19441	AC
1314	2903	BC
478	29965	AC
3346	4860	B
21	30005	AC
2987	24279	AC
732	13088	B
646	26646	A
661	26593	A
673	40187	BC
166	11684	A
3153	32700	B
3535	16890	A
3573	17569	BC
3805	26785	AC
3517	24624	BC
1869	48626	AC
77	32473	AC
2371	29935	AC
624	23114	AC
3354	50690	B
2007	31519	A
126	38025	B
1229	15254	B
2916	2740	A
826	5928	AC
2443	22538	A
1953	36231	BC
345	43724	BC
1567	39783	AC
1619	39030	BC
685	47828	B
1580	54648	AC
2165	22544	B
1608	16398	BC
1017	6240	BC
2072	46179	B
858	38437	A
1011	18588	BC
3791	4586	B
2159	52141	B
513	39739	AC
2488	16041	B
49	17542	BC
1736	41572	A
2710	50315	BC
200	12800	A
1597	6134	AC
2694	49136	AC
3329	35631	A
2376	6876	B
2800	39712	AC
2506	10551	AC
3322	26113	A
2423	35575	B
2309	46577	B
1221	33673	B
2651	21912	BC
549	3292	A
966	37430	AC
818	22836	BC
2596	25488	A
2175	7366	BC
454	54852	AC
1313	28675	BC
2196	15728	B
3706	10901	B
1644	7713	B
2133	11861	BC
429	28011	B
58	35127	BC
884	49226	AC
132	53250	B
2632	36318	AC
1713	17256	A
693	29964	AC
3145	47157	BC
1872	51659	BC
82	3140	BC
439	41463	B
1406	54072	AC
1490	31491	A
792	24781	A
3286	6807	BC
1693	23953	BC
910	38217	AC
3831	48344	BC
1166	2875	AC
292	37272	A
1955	20428	B
777	38690	A
3579	49277	B
743	13008	BC
640	50775	A
876	39966	A
3248	33527	B
3852	21464	A
999	6769	BC
3447	30277	B
1400	45534	A
480	29475	B
584	25398	A
3532	22541	AC
74	8617	A
2058	46775	A
2273	39443	B
3110	44306	B
769	16161	A
1629	8710	B
263	35357	BC
2659	46772	AC
1971	32945	B
3012	9740	AC
2839	45030	B
3632	4906	BC
219	19417	BC
1446	47906	AC
258	42696	AC
1621	36154	A
3056	41887	BC
3057	50671	B
2400	42495	A
1651	48832	AC
1151	40072	B
1383	43565	B
829	21592	A
3055	30374	BC
3604	43429	BC
3318	46855	AC
1170	3530	A
47	15494	A
3701	18261	B
2853	34952	BC
999	44650	A
3000	48270	A
617	39609	B
940	49814	B
3213	4924	AC
279	35853	AC
811	42283	AC
1548	14800	B
1283	34340	A
2606	30736	AC
2271	3863	B
518	6665	BC
233	14768	A
1307	13180	BC
1769	39631	A
2409	44860	B
2308	47760	B
3708	5518	A
26	13724	A
2882	13117	BC
3046	10886	AC
1420	53852	B
2489	48346	A
3363	14192	B
2554	26984	BC
450	45874	A
3250	22993	B
262	41825	A
692	20894	AC
2531	47167	BC
41	24219	AC
1179	23973	AC
87	31799	B
212	19730	B
2454	26455	A
3367	43229	AC
585	4411	A
601	53768	B
1631	41749	B
1812	27277	A
2838	31516	AC
587	45495	B
1421	46789	B
1746	25809	AC
617	7491	AC
3136	50409	B
1011	51487	B
2446	34447	A
136	32530	AC
1157	24047	B
3587	48085	B
977	22266	B
1818	22477	BC
406	47238	A
1220	47454	B
612	25883	A
1153	17648	AC
2760	16076	AC
601	53883	AC
2029	48120	A
3238	46125	AC
3132	36558	A
3804	8070	BC
1073	40604	B
2012	44222	BC
3500	2789	AC
1750	31621	BC
2476	19618	AC
218	28606	B
2122	3247	A
2378	37946	B
2865	3508	B
131	5015	AC
1419	42839	B
3358	53766	BC
3546	44612	A
1298	47583	BC
3148	44510	A
2215	20829	AC
1472	6319	AC
2483	39028	AC
2089	16765	BC
2948	19608	AC
3367	7203	B
1002	22384	BC
705	53814	AC
320	36446	BC
3187	38406	AC
2479	37077	AC
3688	53924	BC
3756	7656	B
2433	26858	BC
3284	49567	BC
3216	17940	AC
2087	35991	BC
1882	9172	B
538	19239	BC
3475	2016	B
206	16041	BC
2612	45742	B
2225	42078	B
3153	23612	BC
3714	11233	AC
961	19179	BC
504	8439	B
1406	32567	B
3796	28528	BC
448	37782	BC
3078	4175	A
3511	14399	AC
2939	35324	AC
89	27549	BC
2370	26057	A
1936	17422	BC
3530	12111	AC
3262	43447	AC
3666	42389	AC
1729	17784	A
394	6851	A
1773	6974	A
1756	36345	BC
3880	30356	AC
3670	52420	BC
1025	6634	A
1893	9528	B
2574	5016	B
1315	54840	A
760	27693	AC
2444	46239	AC
3783	45894	AC
1825	34499	A
1894	41000	AC
1168	33115	AC
2485	22481	AC
3189	20234	B
283	50719	B
1031	34730	BC
3627	38359	A
1632	10420	B
2235	47560	AC
591	17212	B
1929	38514	AC
2424	35421	B
143	40335	AC
2428	44284	AC
3727	45433	A
1361	8870	AC
3347	37322	A
3048	46786	A
2250	42116	B
24	46511	B
2444	35651	B
836	33144	A
1457	4564	A
74	31810	B
1648	43515	AC
747	13743	BC
1917	37737	BC
1220	22063	B
653	48615	AC
2180	6239	AC
2511	2804	B
1199	32175	B
3887	44473	B
2035	18134	B
3166	24304	AC
2573	19746	A
3881	44210	AC
2525	38235	AC
761	22731	AC
2878	21746	BC
1893	25450	BC
3012	31369	B
1306	4593	AC
327	47791	A
2143	28550	A
1722	45567	B
893	53942	BC
2936	35151	A
794	37919	AC
2405	40529	BC
2095	7011	BC
100	39203	BC
3863	16993	AC
1608	10275	A
2153	37759	BC
2420	25861	B
213	47626	BC
600	45423	BC
46	9226	AC
604	35381	AC
1897	20060	AC
782	34581	A
2049	23835	BC
1885	33763	AC
2071	36282	BC
139	3519	B
1307	29901	A
2869	41886	B
222	4877	A
3839	42498	B
1438	8309	B
1364	47920	BC
3434	36144	AC
1325	22347	B
3467	10936	BC
1019	29502	B
3252	32433	BC
1956	15303	AC
2959	47789	A
2033	49125	A
329	27788	A
1106	9940	B
3494	46861	BC
3266	51321	A
1711	53920	A
3170	19439	BC
2191	49405	A
2265	4498	AC
1292	28622	AC
988	46828	A
137	16220	B
886	54535	B
1118	7380	A
677	17870	AC
2898	16498	AC
552	27951	BC
2065	14660	A
241	24996	BC
862	43065	BC
3037	42646	BC
2127	14639	B
1663	40662	AC
3710	38921	B
1525	54265	AC
1885	28152	BC
2967	19349	BC
2604	27196	BC
1708	9833	AC
601	37308	A
3393	33590	A
3118	25289	B
791	33797	B
1704	40373	AC
51	52252	B
2590	37080	B
3641	4041	AC
101	45543	B
1711	12764	B
893	10969	A
2353	2522	A
1879	2214	A
3141	32080	A
1546	48363	A
2444	23713	AC
310	37993	A
3778	54616	AC
3075	18604	AC
2278	36995	B
855	21262	BC
161	20793	B
1911	19522	B
537	46413	B
1410	53477	B
832	26583	AC
1001	26119	B
2117	37482	BC
2231	25395	A
3396	41842	BC
2495	14534	B
3501	22362	AC
2747	40866	BC
1198	45034	B
391	50656	B
2505	31881	B
1824	32178	AC
3135	28705	A
2153	8784	A
294	15891	B
3584	35533	B
706	30083	AC
2202	39069	BC
1449	7633	BC
950	45971	BC
2662	37713	AC
3084	7776	BC
1596	33199	B
901	2686	A
3207	5985	AC
1048	39949	AC
261	45207	AC
3217	47834	A
3739	11815	B
1754	21347	AC
355	10520	AC
3393	47727	B
2753	39629	AC
479	19103	B
2196	32192	AC
1154	2311	B
1307	43212	BC
2259	4952	A
1883	4367	AC
612	43298	B
3175	8780	B
1701	15538	B
1411	26481	B
3782	19488	A
2750	50281	AC
371	12276	BC
3718	33144	BC
304	37740	B
2877	36904	BC
2919	33747	BC
3804	53464	AC
1753	37138	A
3006	27879	BC
3519	30889	AC
143	23660	BC
2555	8481	A
3595	53661	A
991	46358	BC
102	2668	AC
2332	40336	BC
3650	3228	BC
23	50069	B
2966	48889	AC
2569	16391	B
1341	17374	BC
3519	32980	BC
3045	9135	A
1048	15600	B
1188	38378	B
3072	54202	A
764	31939	B
75	50659	AC
3816	9935	B
151	6915	AC
2210	15465	BC
2842	10691	B
2045	48750	A
2023	21696	BC
1454	44860	B
1569	11358	AC
1846	20260	A
2994	49845	AC
3706	2829	B
3828	14738	AC
1152	11644	AC
2157	23841	BC
288	12219	B
2553	54891	AC
3568	31828	A
3721	46800	B
1529	21693	BC
412	35964	BC
2457	21461	BC
935	43159	AC
45	11207	A
1535	9992	BC
1526	30708	AC
3814	47663	A
1331	6563	AC
720	14686	AC
2820	14648	A
3548	41477	AC
3292	2822	A
1777	50366	B
441	40977	A
1419	26495	A
1806	34808	AC
2754	18727	AC
76	22383	A
1087	40449	BC
3813	9472	A
1431	30267	A
455	54178	A
2684	46293	B
1632	11202	A
1410	54823	B
2480	21306	A
3470	50580	B
3104	41170	AC
2794	13204	A
3621	32691	AC
1227	28671	BC
392	7271	A
493	17830	BC
203	5031	B
2516	16982	AC
3134	30362	BC
931	24009	B
1102	2051	BC
494	15556	AC
1216	9977	A
368	30365	BC
4	42992	A
3328	37366	AC
1664	36931	B
3861	42796	BC
502	35434	BC
2844	34964	A
3611	26232	BC
782	15866	BC
2753	49928	BC
3209	24861	A
2281	19428	A
3079	8420	AC
1031	19831	BC
2023	41628	AC
1295	45778	AC
3045	48847	AC
1103	36612	AC
146	4930	A
2688	52568	AC
2176	40089	BC
3308	22982	A
428	31107	AC
2714	4675	B
955	9628	B
1247	31006	BC
3348	28437	B
1473	48784	BC
419	25532	AC
2511	3538	BC
1653	22771	B
2724	44482	AC
938	54133	AC
3666	29794	B
2206	30112	AC
3093	15861	AC
912	42431	BC
2605	45716	BC
2894	51809	BC
2753	26023	AC
960	22701	B
233	44119	AC
1891	15103	AC
3813	47552	B
807	9780	BC
3087	38929	B
881	36926	AC
92	18568	B
3875	5671	BC
747	31985	AC
299	26466	B
1457	27636	B
1178	26437	B
3622	40099	BC
30	20061	BC
1251	54441	B
102	26268	B
110	47462	AC
816	21040	AC
2316	2782	B
375	46911	A
3465	41054	A
3701	39147	BC
745	51103	B
3431	23595	AC
3331	45051	AC
251	22133	A
457	32014	B
1081	54054	B
2302	17276	B
3383	50701	AC
1242	20900	BC
72	36722	A
1277	20282	BC
3297	17780	AC
2109	8205	BC
1880	53774	A
225	18354	B
1130	10898	AC
